promedio_asistencia,promedio_seguimiento,nota_parcial_1,inicios_sesion_plataforma,uso_tutorias,riesgo_reprobacion
67.4,2.5,2.5,58,0,0
67.9,3.0,2.9,39,5,1
97.8,2.0,2.9,25,1,0
79.7,3.1,3.8,60,7,0
100.0,3.6,2.5,37,0,0
82.0,4.2,4.8,46,0,0
85.4,3.1,3.8,36,0,0
84.6,4.7,4.2,38,4,0
76.7,3.9,4.9,25,6,0
67.3,3.5,2.0,46,2,0
76.0,2.9,4.9,49,1,0
79.5,3.0,4.3,38,0,0
66.4,2.4,2.9,33,0,0
97.5,3.8,3.8,47,0,0
86.9,3.5,2.9,41,4,0
76.5,3.8,5.0,43,4,0
73.2,3.0,3.2,45,0,1
90.0,2.7,3.8,20,0,0
97.8,2.2,3.4,48,1,0
70.8,2.5,2.9,34,1,0
62.4,2.0,3.8,58,0,0
91.1,3.1,3.4,47,0,0
79.9,2.7,2.0,35,2,0
77.4,4.0,2.1,37,0,1
60.0,3.0,2.6,22,1,1
67.4,4.0,3.8,30,0,0
91.3,2.9,4.0,33,0,0
60.5,2.8,3.5,43,0,0
81.4,4.1,3.8,53,2,0
89.4,2.7,3.8,25,2,0
80.5,3.1,3.2,49,2,0
87.7,3.8,2.7,44,1,0
87.8,3.4,2.5,25,1,0
87.1,2.6,2.5,30,2,0
70.2,3.3,2.8,46,1,0
78.1,4.0,3.3,44,4,1
83.7,3.1,3.9,51,0,0
76.9,3.5,2.6,20,4,0
80.1,4.0,2.5,29,1,0
76.8,2.0,2.3,50,0,1
82.8,3.2,3.0,50,2,0
90.7,2.4,2.5,32,0,0
75.4,4.1,3.8,25,0,0
73.1,4.1,4.5,33,2,0
83.0,5.0,2.5,42,2,0
86.7,3.3,3.9,41,0,0
77.5,3.7,3.9,43,2,0
67.5,3.7,3.4,43,2,0
66.6,3.5,4.6,48,0,0
65.0,3.8,3.1,30,0,1
87.6,2.5,2.7,42,1,0
95.8,3.7,2.5,32,3,0
73.5,2.5,3.1,22,4,1
67.3,2.7,2.4,40,0,1
64.6,2.4,3.0,46,0,1
90.1,3.8,4.6,46,1,0
72.8,3.9,2.8,48,0,0
79.1,3.7,4.6,33,0,0
77.1,4.9,3.3,32,10,0
76.3,2.1,2.9,45,0,0
89.5,3.4,2.5,29,0,0
89.2,3.1,5.0,44,2,0
81.5,2.9,3.3,38,1,0
76.0,2.6,3.8,40,0,0
72.6,3.3,4.0,51,0,0
79.9,4.0,2.9,35,2,0
86.2,3.8,3.4,32,0,0
82.5,2.3,3.0,25,2,0
95.6,5.0,3.6,51,0,0
63.4,2.9,2.5,27,1,1
90.6,2.9,3.5,37,2,0
78.6,3.0,3.6,53,0,0
79.2,3.9,3.1,25,2,1
81.3,3.3,5.0,36,0,0
82.6,3.1,3.5,41,0,0
95.0,3.0,4.1,33,1,0
80.4,2.5,2.0,44,0,0
100.0,3.5,3.3,33,1,0
81.2,4.0,2.0,50,0,1
75.4,3.5,3.0,53,2,0
99.8,3.7,4.1,47,0,0
72.9,3.0,2.4,48,0,1
100.0,3.8,3.0,45,0,0
88.5,2.0,2.0,48,0,1
94.2,4.1,2.5,35,1,0
78.0,4.1,3.8,38,0,0
83.0,3.6,2.8,28,1,0
86.0,3.3,3.1,27,0,0
74.6,2.5,3.0,33,0,0
88.6,3.5,3.1,52,0,0
83.8,3.6,3.4,37,0,0
80.9,2.0,3.9,35,1,0
78.7,4.4,3.9,54,2,0
74.2,4.1,2.5,44,0,0
97.9,3.8,3.4,60,2,0
99.0,3.7,3.4,49,0,0
81.8,4.4,3.7,27,1,0
82.0,3.6,3.2,40,0,0
72.9,2.5,3.7,34,2,0
88.5,3.2,2.7,31,1,0
75.3,2.8,2.0,50,0,1
81.3,3.2,3.2,41,1,0
96.3,3.3,3.7,42,1,0
90.0,3.1,2.3,33,3,0
78.9,3.1,3.9,25,0,0
83.8,3.2,4.3,34,6,0
64.5,3.3,2.9,43,1,0
79.9,3.0,2.8,30,7,0
75.1,3.4,4.0,41,0,0
89.3,3.2,3.0,39,1,1
74.6,3.1,3.4,44,2,0
76.1,2.0,2.4,21,0,1
90.0,3.8,5.0,56,3,0
94.6,3.3,3.4,37,2,0
69.1,2.6,2.9,37,1,0
82.8,2.8,2.0,31,8,0
100.0,3.3,2.5,40,0,0
90.3,4.4,4.0,42,0,0
74.7,2.3,2.0,50,0,0
89.3,2.7,2.8,39,0,0
84.0,3.6,4.7,29,0,0
63.0,2.7,2.6,36,0,0
85.2,3.8,3.0,34,0,0
86.7,3.8,3.1,33,0,0
83.2,3.9,3.4,44,2,0
80.4,3.3,3.3,41,0,0
60.0,2.7,2.8,41,3,0
75.6,2.0,4.0,31,1,0
92.3,3.5,3.3,52,1,0
80.4,3.4,3.4,30,3,0
85.7,2.5,3.1,41,1,0
84.5,2.6,3.4,40,0,0
80.5,3.4,2.6,39,0,0
83.4,3.3,2.7,25,2,0
79.0,3.3,3.7,47,2,0
63.8,3.8,4.6,44,1,0
89.4,4.5,4.5,32,1,0
91.8,4.5,2.5,38,2,0
78.1,3.7,3.6,31,2,0
100.0,3.9,3.9,44,6,0
84.7,4.4,3.1,46,3,0
73.2,3.1,3.6,31,2,0
79.1,2.6,3.1,20,2,0
65.9,2.6,3.0,36,2,0
99.8,4.6,4.5,42,3,0
91.1,3.2,3.6,40,1,0
69.4,3.1,3.2,45,1,1
70.1,2.1,5.0,27,0,0
70.6,2.3,2.6,20,3,1
86.5,3.5,2.5,25,0,0
72.6,2.5,3.5,40,8,0
72.3,3.2,3.2,42,0,0
73.7,3.2,4.1,34,2,0
86.6,3.1,4.2,27,0,0
100.0,4.0,3.0,60,4,0
77.6,4.7,3.4,48,0,0
89.5,4.1,2.9,49,0,0
77.1,2.7,2.5,50,0,1
87.1,3.0,5.0,47,1,0
73.7,3.3,3.8,41,1,0
83.5,3.6,2.6,53,0,0
86.1,2.3,2.7,30,2,0
88.1,2.2,2.2,50,1,0
89.0,3.1,3.4,40,3,0
85.5,2.0,3.5,42,2,0
81.0,2.6,2.0,27,4,0
80.6,2.3,5.0,50,3,0
99.2,3.2,2.5,51,1,0
75.5,4.0,2.2,43,0,0
71.2,2.8,3.0,32,3,0
82.9,2.9,5.0,37,2,0
68.0,2.3,2.4,30,1,0
71.7,3.3,4.5,39,1,0
92.6,2.2,2.5,34,1,0
91.6,4.0,2.9,49,1,0
92.1,3.8,4.0,51,3,0
88.0,2.4,2.4,31,3,0
67.6,3.6,2.7,33,1,0
99.0,2.7,3.3,47,4,0
76.6,3.9,2.5,25,8,0
83.0,4.2,4.9,49,3,0
71.3,3.7,5.0,39,1,0
89.1,3.0,3.6,36,5,0
63.5,2.2,2.0,35,0,1
83.9,4.2,3.2,37,2,0
96.0,2.8,3.2,37,3,0
86.0,2.2,4.1,29,4,0
69.3,2.3,3.5,41,1,0
85.6,2.0,3.8,29,0,0
90.7,2.6,3.3,47,5,0
98.1,4.0,5.0,48,6,0
92.6,4.0,5.0,47,0,0
78.5,3.9,3.3,36,2,0
87.3,4.1,3.2,58,2,0
74.5,3.6,3.4,42,5,0
86.7,3.6,4.7,45,1,0
68.6,2.5,3.0,32,0,0
82.5,4.9,3.4,29,0,0
76.4,4.1,4.1,28,0,0
87.8,2.8,2.9,47,0,0
73.9,4.5,3.2,34,2,0
77.1,3.5,4.8,31,0,0
95.7,3.7,4.1,32,0,0
98.8,2.5,3.1,26,6,0
83.9,3.7,4.0,35,2,0
100.0,3.2,4.1,29,3,0
81.9,2.7,3.2,37,0,0
85.3,3.9,2.5,50,1,1
92.9,2.9,3.5,52,1,0
87.1,2.0,3.8,47,1,1
92.1,3.3,3.4,39,0,0
77.7,2.7,3.0,44,2,0
86.3,4.4,2.9,40,0,0
95.9,3.6,4.6,42,1,0
77.6,4.2,2.6,25,0,0
60.0,2.2,2.0,20,3,0
69.9,3.5,3.7,45,2,0
83.0,3.5,4.5,47,1,0
100.0,2.2,3.0,40,1,0
87.2,2.0,3.9,31,0,0
100.0,3.1,3.6,45,0,0
71.4,3.8,4.0,45,5,0
60.0,3.7,2.5,37,2,0
72.9,4.0,2.4,28,1,0
69.6,3.5,2.7,30,8,1
86.5,4.0,3.1,46,5,0
60.0,2.7,2.7,39,2,1
74.5,4.4,2.8,29,0,0
95.6,3.8,3.5,39,2,0
100.0,3.2,4.2,44,4,0
88.5,3.8,4.4,39,0,0
81.4,3.0,2.8,49,0,0
96.0,3.3,3.6,42,3,0
76.4,2.9,3.8,43,0,0
86.5,3.9,3.0,42,0,0
96.1,2.3,4.0,43,1,0
69.8,4.3,4.3,35,0,0
90.3,3.4,3.3,35,0,0
87.2,3.1,3.5,51,5,0
84.0,2.7,3.0,48,0,0
79.5,2.2,3.0,54,0,0
97.2,3.1,2.6,57,0,0
87.9,2.3,5.0,40,2,0
93.0,3.5,3.2,47,3,0
93.5,3.9,3.8,51,0,0
83.7,4.4,3.2,45,0,0
86.5,3.5,5.0,25,2,0
76.6,3.2,2.0,33,2,0
94.9,3.7,3.4,34,0,0
100.0,4.0,2.6,51,0,0
75.5,3.2,2.7,29,1,0
88.7,4.2,4.8,37,1,0
92.8,2.4,3.2,29,1,0
83.2,3.4,4.3,35,0,0
83.2,3.1,2.5,33,0,0
67.0,3.2,2.8,20,0,1
88.0,3.7,3.0,51,0,0
92.2,3.3,2.6,44,1,0
65.2,3.3,3.7,47,1,1
77.3,3.3,2.0,31,0,0
66.5,3.7,3.5,48,0,0
69.9,2.0,3.3,43,0,0
70.1,2.5,3.3,48,2,0
87.2,3.8,2.6,41,2,0
89.1,3.6,2.5,30,0,0
80.3,3.4,3.7,25,2,0
79.1,4.3,2.9,29,1,0
84.7,4.0,2.9,42,1,1
89.6,2.8,2.5,53,4,0
77.9,4.4,3.1,30,0,0
94.9,2.8,4.6,25,1,0
96.5,3.1,4.3,34,0,0
76.1,4.0,2.3,40,1,0
68.1,2.6,2.2,44,0,1
83.3,4.7,3.2,38,0,0
83.7,2.7,2.5,35,1,0
69.8,3.8,2.8,39,2,1
91.5,3.1,3.5,49,8,0
83.8,4.0,3.9,36,0,0
96.5,3.8,3.5,39,0,0
76.1,4.5,2.5,41,2,0
74.7,3.1,3.1,49,1,0
79.6,3.8,4.0,38,4,0
83.8,2.8,2.5,31,4,0
79.6,4.0,4.9,39,0,0
84.3,3.6,3.0,42,1,0
89.5,2.9,3.0,47,1,0
89.1,4.2,3.3,42,1,0
93.1,2.9,3.6,44,1,0
86.7,3.0,4.9,60,4,0
69.5,2.1,3.4,45,5,0
72.4,3.1,4.7,34,1,0
78.7,2.0,2.9,28,0,0
82.8,2.6,3.2,41,2,0
75.8,3.9,3.6,50,1,0
71.1,3.7,3.0,31,1,0
77.9,3.7,2.8,32,4,0
100.0,4.2,3.7,30,2,0
75.2,2.4,3.8,36,5,0
91.0,3.1,3.4,47,6,0
74.9,4.5,4.9,35,3,0
71.8,4.9,2.5,46,4,0
80.6,3.4,2.7,42,4,0
81.7,3.7,3.2,32,1,1
87.6,4.7,3.4,50,0,0
76.5,3.1,3.7,37,0,1
60.0,4.5,4.1,25,2,0
99.1,3.6,2.5,25,1,0
76.9,3.5,4.6,25,0,0
84.5,2.8,3.9,35,2,0
70.4,2.5,3.2,43,1,0
84.6,4.3,3.7,34,1,0
92.6,4.1,3.3,34,0,0
60.0,3.6,2.8,20,0,0
71.9,3.5,3.9,44,1,0
71.5,3.6,5.0,42,2,0
78.5,5.0,2.5,40,1,0
83.2,2.9,5.0,41,1,0
90.0,3.0,3.5,29,0,0
85.2,3.4,2.5,35,0,0
89.0,3.3,3.2,45,6,0
81.2,4.7,2.8,35,0,0
79.7,2.2,2.5,46,0,0
78.1,3.8,2.1,48,0,1
91.3,4.1,4.0,25,1,0
99.0,4.2,3.3,42,1,0
82.0,3.6,2.5,31,0,0
86.9,3.8,3.5,27,0,0
66.2,2.8,2.0,29,1,1
80.9,4.7,3.9,34,0,0
81.1,2.5,3.8,48,0,1
96.0,2.8,2.6,48,2,0
91.9,4.9,3.5,46,1,0
78.3,4.0,2.6,46,0,0
84.9,4.2,3.7,51,1,0
60.0,2.3,3.7,33,1,0
67.6,2.7,2.0,50,1,1
75.9,3.5,3.2,52,1,0
94.0,3.3,4.8,25,0,0
69.0,3.5,2.5,37,1,0
72.9,3.7,2.0,31,5,0
89.4,3.1,2.5,43,1,0
80.0,3.0,2.6,26,0,0
72.2,2.7,3.2,45,3,0
79.7,2.2,4.0,25,0,0
96.5,2.4,4.0,25,2,0
94.4,4.0,2.6,53,0,0
97.6,4.2,5.0,36,0,0
89.7,5.0,3.5,45,0,0
100.0,3.9,3.7,46,1,0
60.0,2.9,2.5,20,1,1
85.8,2.5,3.0,41,1,0
85.9,3.4,2.5,34,0,0
75.4,3.1,3.2,40,5,0
100.0,2.8,2.6,25,1,0
84.0,2.5,3.3,26,2,0
90.0,3.9,2.6,46,1,1
72.1,3.8,2.1,46,2,1
69.4,4.1,2.5,50,1,0
65.9,2.4,2.0,47,2,0
71.6,2.3,2.1,40,0,1
87.0,3.5,3.8,25,0,0
78.8,3.3,3.3,25,0,0
81.2,2.8,4.8,42,0,0
81.8,4.0,2.1,27,2,0
79.4,3.3,2.0,32,1,1
64.5,3.2,3.3,23,0,0
97.5,4.5,4.8,46,7,0
87.1,2.9,2.6,35,1,0
93.9,4.4,2.5,29,1,0
75.8,4.0,3.8,36,0,1
69.7,4.3,2.8,47,1,0
83.5,3.5,2.9,48,8,0
70.0,2.1,2.5,35,0,1
78.0,2.7,4.2,56,0,0
84.2,3.6,2.5,54,1,0
88.2,4.4,2.9,40,4,0
93.7,4.3,3.8,45,5,0
79.7,4.2,3.9,27,0,0
94.1,2.7,4.0,52,4,0
93.1,3.9,3.1,38,2,0
90.0,4.6,2.5,37,0,0
92.5,4.6,3.5,29,5,0
86.3,2.3,4.5,54,7,0
80.5,3.2,2.0,45,0,1
72.1,2.8,2.8,41,4,0
73.8,3.4,2.7,43,0,1
87.2,3.6,4.5,47,2,0
97.9,4.4,3.3,36,1,0
98.8,3.3,4.1,40,1,0
84.2,4.5,2.5,25,1,0
76.4,4.0,3.5,43,0,0
79.1,3.3,3.3,37,2,0
83.0,4.1,3.0,48,0,0
85.1,4.3,3.3,34,1,0
89.9,4.3,3.6,53,0,0
76.7,2.8,3.3,33,0,0
84.5,2.7,3.2,36,1,0
74.2,3.0,3.4,45,0,0
91.8,3.5,4.8,33,2,0
92.6,5.0,3.8,36,0,0
73.1,2.7,4.4,28,1,0
71.8,3.1,2.9,29,1,0
63.6,3.7,2.9,26,4,0
73.5,4.1,3.5,40,1,0
76.8,4.6,2.6,49,1,0
72.9,2.6,2.5,40,2,0
82.5,2.5,3.3,54,0,0
80.4,3.3,2.5,38,0,0
90.0,2.3,2.4,37,1,0
70.6,3.3,5.0,46,2,0
75.1,3.3,3.2,50,0,0
75.7,4.5,3.1,46,0,0
94.5,3.0,2.5,60,2,0
76.5,2.3,3.7,25,1,0
89.1,3.3,2.5,34,2,0
67.5,3.2,2.0,30,2,1
100.0,3.5,3.9,45,1,0
81.9,3.0,3.8,53,1,0
74.4,3.3,3.2,52,4,0
73.9,3.1,3.0,25,2,0
83.9,3.3,2.5,47,0,0
68.6,3.1,2.4,39,0,0
80.6,3.4,3.8,30,0,1
78.5,4.2,3.5,44,1,0
60.7,2.9,2.9,31,3,1
75.3,3.6,3.0,31,0,0
75.6,3.4,4.5,50,2,0
90.0,3.9,2.8,32,4,0
80.6,4.2,3.5,47,7,0
83.2,2.0,3.9,25,1,0
83.4,2.2,4.2,43,2,0
97.3,3.5,3.8,39,2,0
80.4,3.1,5.0,48,3,0
84.9,3.9,2.5,47,3,0
82.7,3.6,4.0,46,2,0
70.5,4.5,4.1,33,1,0
78.2,3.6,2.0,34,4,0
76.0,4.0,3.5,37,1,0
83.7,3.5,3.1,25,2,0
68.5,2.0,3.5,25,0,0
73.9,3.9,4.7,25,0,0
88.0,3.2,2.0,38,0,0
71.6,2.2,2.7,38,5,1
92.3,3.6,4.2,37,2,0
92.1,4.0,3.0,34,5,0
75.8,4.4,3.1,32,0,0
81.3,4.3,4.2,36,0,0
87.5,3.1,4.2,52,3,0
94.4,2.7,3.8,43,0,0
85.2,3.0,3.9,31,3,0
82.9,3.6,2.8,54,0,0
74.8,2.3,4.4,48,0,0
77.7,3.7,3.9,60,1,0
73.7,4.4,3.8,55,0,0
85.0,3.2,2.8,39,0,1
93.0,3.0,3.1,46,0,0
72.2,2.9,3.1,35,0,1
100.0,3.0,3.7,50,6,0
79.9,2.9,2.5,28,0,0
92.3,2.2,2.9,32,1,0
77.4,4.7,2.8,40,6,0
83.6,3.9,3.8,59,0,0
67.4,2.2,3.8,43,1,0
73.3,2.7,3.0,30,5,1
62.2,2.9,3.7,38,0,0
82.2,3.1,4.7,25,0,0
89.2,2.4,3.2,34,1,0
75.0,3.7,4.2,40,1,0
72.0,4.0,2.9,20,0,0
69.9,2.5,3.1,42,0,0
98.3,4.1,3.6,55,1,0
87.0,4.1,2.8,53,1,0
83.7,2.9,2.8,27,0,0
66.2,3.1,3.7,35,4,0
95.9,4.3,3.4,47,3,0
69.8,4.1,4.3,46,0,0
100.0,4.1,2.6,51,1,0
86.5,4.4,3.7,46,0,0
76.6,3.0,4.0,32,6,0
78.3,2.5,3.3,57,1,0
85.4,4.2,4.7,37,2,0
79.5,4.6,4.5,42,3,0
66.7,3.3,2.3,23,0,0
82.6,3.1,3.6,26,2,0
80.5,3.5,2.8,40,1,0
86.2,4.0,3.3,44,2,0
70.2,3.1,4.7,60,1,0
86.9,3.7,3.4,39,0,0
73.9,2.8,2.0,47,3,0
89.6,4.7,3.5,29,4,0
86.0,3.5,3.5,41,2,0
92.0,4.6,4.3,40,0,0
98.6,3.0,3.2,51,0,0
87.9,3.5,3.4,28,0,0
78.7,2.3,2.9,50,1,1
86.5,3.6,4.6,53,0,0
86.5,4.1,3.0,46,3,0
96.0,2.4,2.5,45,0,0
84.4,3.8,3.1,44,2,0
92.2,2.8,4.0,45,0,0
85.8,3.1,2.4,42,1,0
87.1,3.4,3.4,33,1,0
70.2,3.1,4.4,41,3,0
70.7,4.9,4.5,25,3,0
96.4,3.8,3.6,25,6,0
84.4,3.0,2.9,42,1,0
82.2,3.4,3.3,34,5,0
72.4,3.0,3.7,34,0,0
100.0,2.8,3.7,44,0,0
72.6,3.5,3.4,38,0,0
99.3,2.8,3.0,39,4,0
92.3,4.3,3.7,26,0,0
98.3,3.8,3.0,30,0,0
85.9,4.5,2.9,41,0,0
97.5,3.7,2.5,42,2,0
79.3,4.0,3.3,48,3,0
95.4,3.5,4.5,39,4,0
84.4,4.0,2.5,36,1,0
65.7,3.2,2.9,34,2,0
81.3,3.6,5.0,50,0,0
94.7,3.9,2.5,47,0,0
72.1,2.8,3.1,30,2,0
100.0,3.5,4.1,46,3,0
75.8,2.7,3.2,43,3,1
89.5,3.4,4.1,33,0,0
77.1,3.5,3.0,34,2,0
93.2,2.9,4.0,43,1,0
63.1,2.4,2.0,35,2,0
95.8,3.7,3.2,43,1,0
88.4,3.6,3.2,38,0,0
84.6,3.5,2.5,25,0,0
93.0,3.5,3.4,46,0,0
69.1,3.9,3.3,50,1,0
84.0,3.3,3.1,32,0,0
63.0,2.2,3.2,40,3,0
92.5,3.5,3.5,31,2,0
90.7,2.7,2.8,49,0,0
83.7,2.6,3.2,36,0,0
81.2,2.6,5.0,25,0,0
94.9,3.4,3.5,39,0,0
87.3,2.9,4.3,40,2,0
88.8,3.8,4.3,29,2,0
93.5,2.9,2.5,40,0,0
84.8,4.3,3.2,31,3,0
76.3,2.7,3.1,38,1,0
60.0,4.0,2.7,44,1,0
99.5,4.7,2.5,33,0,0
86.5,2.9,3.1,37,2,0
96.3,3.1,2.7,39,1,0
79.9,2.5,2.6,20,1,0
78.4,2.7,3.5,29,0,0
79.5,4.1,2.5,29,3,0
78.9,3.8,2.8,40,2,0
86.9,3.0,2.5,45,2,0
91.1,3.7,3.2,29,1,0
90.0,4.0,3.7,43,0,1
91.6,3.2,3.8,53,0,0
60.0,3.0,3.0,20,3,0
94.6,3.5,2.9,34,1,0
75.6,3.8,2.8,26,0,0
92.6,4.8,3.2,39,1,0
92.1,3.2,4.2,60,0,0
88.1,3.2,2.8,27,1,1
65.1,3.2,4.0,29,3,0
84.7,3.0,3.6,44,0,0
71.7,5.0,4.1,39,0,0
94.9,3.5,2.5,36,0,0
70.7,2.6,2.0,21,1,0
94.6,2.9,3.2,46,1,0
89.8,3.0,4.2,41,0,0
65.5,4.5,3.0,47,0,0
76.2,2.2,2.9,39,2,1
77.5,4.3,4.3,39,3,0
74.8,3.3,2.0,50,1,1
99.7,4.0,2.5,55,1,0
70.2,4.1,2.5,47,0,0
69.7,3.7,4.4,30,1,0
60.0,2.8,3.1,35,0,0
93.1,2.8,4.4,27,1,0
86.0,4.2,4.1,40,4,0
86.8,5.0,2.9,30,0,0
85.7,3.5,3.3,23,2,0
72.8,3.3,3.9,46,1,0
72.8,2.3,3.5,33,1,0
79.0,2.0,3.6,31,0,1
91.4,2.8,4.2,25,0,0
69.3,3.3,3.0,40,0,0
89.8,2.3,3.4,42,6,0
66.4,3.7,2.8,34,0,0
68.0,2.5,2.6,44,0,0
79.3,2.6,2.7,40,2,0
75.9,2.1,2.7,54,3,0
69.5,3.1,2.7,27,3,0
100.0,4.4,3.4,40,4,0
81.0,4.2,4.0,52,1,0
81.1,4.7,3.8,26,0,0
77.1,2.8,2.0,45,0,0
78.2,2.3,3.1,28,2,0
88.1,3.3,3.3,40,1,0
82.7,3.2,2.9,33,0,0
84.2,2.0,2.4,23,2,0
94.3,2.4,3.9,42,0,0
65.2,3.7,3.0,42,1,0
82.0,3.3,2.3,20,0,0
83.5,2.6,3.1,50,0,0
96.2,3.3,3.6,46,0,0
84.3,4.1,3.9,38,0,0
66.8,3.8,2.2,50,1,0
80.6,2.8,3.2,39,0,0
81.0,2.6,4.4,25,8,0
75.5,3.7,2.5,56,0,0
94.4,3.7,2.9,50,2,0
80.1,4.5,4.1,34,0,0
89.2,3.0,3.1,58,0,0
84.1,4.0,2.6,42,0,1
73.6,3.5,3.4,50,3,0
97.1,4.9,4.0,28,1,0
88.9,3.7,2.5,30,0,1
93.0,2.9,2.5,49,0,0
84.0,4.1,4.1,47,1,0
89.9,2.6,2.7,40,1,0
79.6,3.4,3.4,42,4,0
82.1,2.9,3.1,29,6,0
78.1,3.4,2.8,33,0,1
98.3,3.5,3.3,43,0,0
78.6,3.6,2.1,27,0,1
90.3,4.0,2.5,36,4,0
73.8,3.5,2.7,33,2,1
77.4,4.2,4.2,37,0,0
79.4,5.0,3.6,42,0,0
72.9,4.5,4.4,49,2,0
82.3,3.3,3.3,42,1,0
83.5,2.4,3.4,49,3,0
74.0,3.4,2.9,52,2,0
100.0,3.6,3.0,42,0,0
83.2,2.5,3.6,49,0,0
79.5,2.8,2.7,39,0,0
72.5,2.8,3.2,36,4,0
77.1,2.7,3.1,39,0,0
91.2,3.3,2.8,51,0,0
74.3,3.2,2.3,34,5,0
85.1,3.0,4.4,34,3,0
80.8,3.2,3.4,23,1,0
72.8,2.2,3.0,32,0,0
87.4,3.6,4.1,37,1,0
61.8,2.7,3.3,41,3,0
86.0,2.7,2.5,29,4,0
90.6,3.2,3.6,36,2,0
81.6,2.6,2.5,29,2,0
85.3,2.8,5.0,25,2,0
80.3,3.4,2.5,31,2,0
77.9,2.7,2.5,37,2,0
92.4,4.3,2.7,36,1,0
75.2,3.6,4.3,27,0,0
89.5,3.6,4.0,43,0,0
92.5,2.9,2.5,35,1,0
83.8,4.5,3.5,37,2,0
100.0,2.5,3.9,50,0,0
75.5,3.8,3.2,42,2,0
67.5,4.0,4.1,32,0,0
85.3,3.4,2.5,20,0,1
83.4,3.8,2.0,45,2,1
85.1,2.7,2.9,38,0,0
100.0,3.3,4.0,42,4,0
79.2,3.4,2.8,41,0,0
88.7,4.3,3.6,37,0,0
76.5,3.6,2.4,48,5,0
82.4,2.6,3.7,47,2,0
80.2,4.1,2.7,37,1,0
71.3,3.1,2.2,46,2,1
71.2,4.8,3.3,50,0,0
86.9,4.4,3.3,25,0,0
87.2,3.2,3.7,35,4,0
78.3,3.7,4.5,49,0,0
100.0,3.6,2.9,34,0,0
70.8,2.4,3.1,27,0,0
73.5,2.7,3.0,60,3,0
84.1,4.0,3.6,51,0,0
85.8,3.2,3.1,24,0,1
93.0,2.6,3.4,42,2,0
80.6,3.2,2.5,43,1,0
63.4,4.0,3.8,50,3,0
87.9,3.7,3.7,42,0,0
81.8,2.9,3.6,40,4,0
85.1,3.4,2.7,60,3,0
80.1,2.2,2.9,23,6,0
99.1,4.4,3.2,46,0,0
70.5,3.7,2.4,49,0,1
81.8,3.2,3.7,45,4,0
87.5,5.0,2.5,38,0,0
86.3,3.6,3.5,58,0,0
71.9,3.2,2.9,42,3,0
99.3,3.1,3.5,49,0,0
99.3,3.5,3.6,33,2,0
85.5,4.0,3.8,32,2,0
72.0,2.4,3.5,28,0,0
66.0,3.7,4.4,60,0,0
63.9,2.5,3.3,25,1,0
60.0,3.5,3.7,38,0,0
92.3,3.3,5.0,42,0,0
73.1,3.4,2.6,27,5,1
89.7,3.1,4.8,38,3,0
85.4,3.7,3.3,42,1,0
60.0,3.0,3.8,31,0,0
73.5,3.5,3.6,34,1,0
68.3,4.0,2.3,31,0,1
90.7,3.1,3.9,57,2,0
95.3,2.7,2.8,39,1,0
94.8,3.1,3.5,36,0,0
84.1,3.5,2.7,35,0,0
76.9,3.7,2.9,43,0,0
86.6,3.5,5.0,25,1,0
74.0,4.0,2.5,25,2,0
72.6,2.0,3.1,43,1,0
85.4,2.8,3.5,38,0,0
81.0,2.4,3.6,36,2,1
72.7,2.4,4.7,27,0,0
68.4,3.8,2.8,31,5,0
71.9,3.0,2.0,34,2,1
87.1,4.4,2.8,35,2,0
81.2,2.0,3.4,32,0,0
100.0,4.0,3.1,41,0,0
73.5,3.7,2.7,49,0,0
68.2,3.2,3.7,40,0,0
83.2,3.3,4.9,25,3,0
74.0,2.4,3.1,49,4,0
79.5,3.0,3.7,30,1,0
100.0,3.6,3.7,38,1,0
77.5,3.1,3.9,43,4,0
88.7,3.8,3.7,32,2,0
84.9,3.3,3.8,25,0,0
76.8,3.3,3.9,33,0,0
78.1,4.1,2.5,39,0,0
89.4,2.9,3.6,35,0,0
90.9,2.3,2.5,59,3,0
99.3,3.8,2.6,36,3,0
81.8,3.1,3.6,25,4,0
70.1,2.6,3.2,29,1,0
73.3,3.4,5.0,57,0,0
81.2,3.5,4.4,55,6,0
79.1,3.7,2.4,38,0,0
92.5,2.2,4.4,44,0,0
81.5,3.4,2.9,45,0,0
82.5,3.9,3.1,21,2,1
81.6,2.7,3.6,29,2,0
70.6,2.4,3.7,27,0,0
78.6,3.0,3.0,25,2,0
76.4,2.9,2.5,37,3,0
98.2,4.9,2.5,25,0,0
77.4,3.8,2.6,33,2,0
88.0,2.4,3.4,51,2,0
93.2,4.8,3.9,53,0,0
87.9,2.9,3.2,37,0,0
76.5,2.9,3.5,58,0,0
67.5,3.0,2.2,30,1,0
73.5,3.9,4.1,41,1,0
86.4,3.9,4.1,60,0,0
73.9,2.9,3.2,33,1,0
60.0,2.6,3.1,32,0,0
80.1,2.5,2.4,20,0,1
80.1,3.8,3.8,38,3,0
86.5,3.9,4.2,59,0,0
74.0,3.5,2.0,25,1,0
76.8,2.9,2.7,38,0,0
62.2,3.5,2.6,33,4,0
73.4,3.1,3.3,44,6,0
80.9,2.9,2.1,40,4,0
86.4,3.9,4.6,28,6,0
100.0,3.8,3.4,31,5,0
76.2,3.7,2.5,39,0,0
72.6,3.8,2.7,22,0,0
88.1,3.2,3.4,32,7,0
83.7,3.3,2.5,43,4,0
